views,likes,dislikes,comment_count,category_id,channel_title,publish_time
4087126.0,133233.0,1905.0,4590.0,4,Channel_408,2023-06-04
9454478.0,127878.0,1039.0,26091.0,6,Channel_51,2023-02-21
7745017.0,205604.0,1958.0,24515.0,2,Channel_149,2023-02-08
224485.0,8981.0,154.0,1194.0,1,Channel_415,2023-09-17
647954.0,24451.0,422.0,1431.0,2,Channel_75,2023-07-07
2332676.0,115761.0,1887.0,9077.0,4,Channel_306,2023-01-14
8461950.0,178680.0,2780.0,37041.0,1,Channel_92,2023-08-12
461230.0,13803.0,363.0,1944.0,1,Channel_368,2023-03-29
829586.0,19231.0,597.0,6485.0,1,Channel_424,2023-09-17
131575.0,3635.0,51.0,173.0,3,Channel_68,2023-07-01
109929.0,4867.0,65.0,842.0,4,Channel_235,2023-11-08
6107644.0,228233.0,1420.0,30988.0,3,Channel_362,2023-06-23
18119152.0,820755.0,9192.0,119045.0,6,Channel_144,2023-11-19
1041299.0,18890.0,930.0,4178.0,1,Channel_76,2023-07-15
8949120.0,402124.0,4287.0,37379.0,3,Channel_86,2023-12-07
2478768.0,30713.0,2121.0,17736.0,2,Channel_227,2023-09-03
330963.0,15073.0,209.0,2407.0,3,Channel_363,2023-11-26
2477576.0,57388.0,676.0,6617.0,5,Channel_447,2023-07-16
26064196.0,588621.0,16238.0,62416.0,6,Channel_56,2023-03-04
1119450.0,34125.0,622.0,5008.0,1,Channel_80,2023-01-26
27488748.0,1309223.0,12611.0,200721.0,1,Channel_24,2023-02-22
6377.0,76.0,1.0,21.0,7,Channel_227,2023-02-20
6223264.0,149914.0,2956.0,34627.0,6,Channel_28,2023-10-23
1431301.0,63354.0,237.0,8526.0,6,Channel_121,2023-02-22
661315.0,17090.0,125.0,,4,Channel_490,2023-11-29
1444858.0,25959.0,685.0,7148.0,2,Channel_93,2023-02-10
22581.0,610.0,8.0,86.0,7,Channel_341,2023-08-21
775029.0,19703.0,723.0,6021.0,6,Channel_112,2023-03-02
2456444.0,114511.0,1076.0,12968.0,7,Channel_378,2023-08-05
23110280.0,935443.0,18074.0,140972.0,6,Channel_345,2023-12-07
426539.0,12883.0,246.0,1457.0,7,Channel_487,2023-07-17
238712.0,11825.0,175.0,1358.0,4,Channel_31,2023-10-04
440861.0,12614.0,147.0,1236.0,6,Channel_143,2023-12-08
7502930.0,92507.0,7111.0,20376.0,3,Channel_367,2023-01-03
2320985.0,47559.0,1339.0,13933.0,5,Channel_298,2023-04-17
416849.0,11440.0,354.0,1938.0,5,Channel_227,2023-08-05
3356921.0,54638.0,1439.0,19413.0,5,Channel_358,2023-09-23
1460304.0,69952.0,278.0,4215.0,6,Channel_250,2023-06-17
8345975.0,339464.0,5895.0,43324.0,7,Channel_50,2023-09-05
295343.0,6123.0,32.0,1213.0,5,Channel_214,2023-07-30
624481.0,21003.0,330.0,3234.0,2,Channel_380,2023-02-28
548962.0,21332.0,150.0,1667.0,3,Channel_389,2023-02-13
64407.0,3069.0,43.0,387.0,5,Channel_432,2023-05-19
2174350.0,98423.0,2134.0,14441.0,1,Channel_269,2023-04-20
2027087.0,62044.0,1050.0,5715.0,6,Channel_288,2023-02-18
1214966.0,49797.0,1015.0,3772.0,3,Channel_195,2023-05-07
752251.0,24437.0,419.0,4234.0,2,Channel_254,2023-08-03
70917.0,2277.0,39.0,416.0,5,Channel_79,2023-05-09
518507.0,7565.0,486.0,3074.0,2,Channel_475,2023-07-18
605961.0,9117.0,546.0,3502.0,6,Channel_244,2023-07-22
241698.0,7536.0,195.0,906.0,5,Channel_91,2023-07-12
871027.0,18078.0,319.0,3279.0,1,Channel_414,2023-04-18
2698217.0,29253.0,1593.0,7511.0,3,Channel_6,2023-07-14
52292933.0,2034905.0,15767.0,109702.0,7,Channel_281,2023-11-24
1705136.0,19267.0,852.0,9972.0,1,Channel_412,2023-08-27
2012928.0,68059.0,1079.0,3326.0,5,Channel_446,2023-05-13
1036239.0,32712.0,879.0,7839.0,4,Channel_150,2023-12-24
25912.0,1263.0,23.0,176.0,3,Channel_324,2023-03-25
1140494.0,33495.0,540.0,7986.0,2,Channel_399,2023-10-12
1356557.0,17017.0,157.0,9966.0,5,Channel_282,2023-08-11
165831741.0,5317812.0,145202.0,640149.0,1,Channel_191,2023-04-17
818540.0,35724.0,210.0,5670.0,6,Channel_274,2023-10-22
2198080.0,109627.0,1450.0,4630.0,7,Channel_73,2023-03-08
1121947.0,30532.0,137.0,1292.0,4,Channel_447,2023-07-15
116151.0,2650.0,53.0,754.0,7,Channel_318,2023-07-08
11824044.0,547053.0,11675.0,18015.0,6,Channel_68,2023-02-17
5410576.0,95495.0,1031.0,42850.0,5,Channel_304,2023-12-29
5850653.0,202533.0,2816.0,33487.0,2,Channel_434,2023-12-26
195092.0,5117.0,73.0,1224.0,1,Channel_63,2023-01-26
19887235.0,231553.0,18188.0,54106.0,3,Channel_453,2023-03-08
72860.0,1741.0,64.0,417.0,4,Channel_493,2023-12-02
3889201.0,80153.0,1221.0,5066.0,5,Channel_134,2023-03-09
96101093.0,3598375.0,16632.0,659713.0,5,Channel_442,2023-07-17
165865.0,7953.0,110.0,363.0,5,Channel_307,2023-09-04
387474.0,8029.0,156.0,2279.0,5,Channel_268,2023-10-24
1467840.0,62322.0,1035.0,3774.0,1,Channel_223,2023-04-11
439349.0,5366.0,57.0,650.0,3,Channel_431,2023-06-28
54105.0,1706.0,12.0,236.0,2,Channel_126,2023-04-26
1379354.0,17686.0,990.0,3014.0,4,Channel_265,2023-06-18
143687.0,6805.0,42.0,877.0,7,Channel_7,2023-04-30
3100844.0,126062.0,2703.0,8257.0,5,Channel_413,2023-06-15
191215.0,6945.0,29.0,650.0,6,Channel_206,2023-08-08
26691849.0,1146571.0,7846.0,132714.0,5,Channel_179,2023-07-17
251072.0,9014.0,251.0,752.0,3,Channel_468,2023-11-15
631515.0,30791.0,309.0,2302.0,3,Channel_496,2023-08-26
6119766.0,235968.0,4484.0,41060.0,1,Channel_183,2023-06-19
102567.0,4819.0,27.0,231.0,1,Channel_480,2023-03-18
1895361.0,58160.0,1230.0,2986.0,6,Channel_443,2023-10-15
16424514.0,241154.0,12376.0,54176.0,6,Channel_440,2023-02-03
48293.0,1503.0,18.0,192.0,1,Channel_406,2023-10-27
1739777.0,26227.0,1472.0,8349.0,4,Channel_228,2023-12-16
2022340.0,68152.0,1301.0,7295.0,6,Channel_236,2023-08-19
5743881.0,168294.0,2586.0,37504.0,1,Channel_146,2023-07-15
101326.0,3537.0,61.0,129.0,5,Channel_58,2023-10-22
85741.0,892.0,53.0,345.0,1,Channel_296,2023-10-25
3415666.0,60777.0,850.0,12555.0,7,Channel_241,2023-10-06
2178113.0,64588.0,1007.0,12052.0,4,Channel_345,2023-08-19
1984715.0,95306.0,812.0,15409.0,1,Channel_287,2023-04-07
2404606.0,60943.0,1108.0,10995.0,1,Channel_440,2023-06-21
308646.0,8326.0,242.0,2441.0,5,Channel_163,2023-11-14
1913620.0,73842.0,1022.0,5962.0,6,Channel_26,2023-11-27
2161137.0,73807.0,2045.0,2628.0,5,Channel_452,2023-02-02
288167.0,6327.0,105.0,622.0,7,Channel_106,2023-02-15
50201177.0,1326950.0,23802.0,189051.0,7,Channel_240,2023-03-14
3102336.0,58038.0,2507.0,9972.0,5,Channel_340,2023-01-21
111012.0,5400.0,66.0,186.0,1,Channel_418,2023-08-28
4470931.0,68072.0,2648.0,18012.0,5,Channel_332,2023-07-19
171208.0,4259.0,25.0,576.0,3,Channel_400,2023-03-07
5804646.0,64046.0,2663.0,10787.0,2,Channel_379,2023-07-08
12202985.0,230285.0,4194.0,37498.0,2,Channel_42,2023-03-31
232963.0,9602.0,233.0,1679.0,5,Channel_133,2023-07-21
8258489.0,149041.0,3118.0,25720.0,6,Channel_317,2023-01-24
2745742.0,36251.0,2460.0,16468.0,4,Channel_44,2023-10-24
6225226.0,180395.0,4411.0,32896.0,7,Channel_35,2023-05-11
53414135.0,555441.0,21730.0,213137.0,5,Channel_364,2023-06-04
736175.0,9858.0,434.0,1968.0,6,Channel_347,2023-03-20
266340.0,11268.0,228.0,954.0,5,Channel_384,2023-07-10
203002.0,8294.0,182.0,1044.0,1,Channel_1,2023-10-28
235244.0,10964.0,57.0,813.0,7,Channel_226,2023-06-04
1030749.0,45539.0,418.0,2581.0,7,Channel_299,2023-04-24
2379269.0,88811.0,956.0,4319.0,6,Channel_288,2023-12-06
2091478.0,25293.0,288.0,14972.0,7,Channel_236,2023-04-28
6289339.0,259837.0,4015.0,25674.0,4,Channel_359,2023-01-06
1234287.0,54087.0,1073.0,6636.0,5,Channel_447,2023-11-23
22011336.0,923668.0,9760.0,97573.0,3,Channel_33,2023-02-05
708345.0,21491.0,543.0,5035.0,6,Channel_95,2023-09-30
277224535.0,5354890.0,184335.0,1338591.0,2,Channel_205,2023-06-09
4203108.0,184152.0,1841.0,18349.0,6,Channel_109,2023-07-30
216573.0,8465.0,49.0,1618.0,3,Channel_322,2023-01-15
141240.0,6953.0,104.0,853.0,7,Channel_30,2023-01-26
3156407.0,51221.0,2743.0,5621.0,3,Channel_266,2023-12-02
769175.0,14635.0,552.0,1726.0,7,Channel_23,2023-08-07
5015286.0,92642.0,582.0,32649.0,3,Channel_97,2023-09-12
3098644.0,129218.0,913.0,21229.0,4,Channel_39,2023-07-23
1039595.0,18168.0,169.0,5007.0,4,Channel_173,2023-04-12
221109.0,2801.0,136.0,1079.0,6,Channel_248,2023-12-28
58122.0,2903.0,45.0,315.0,4,Channel_379,2023-08-18
492362.0,5412.0,98.0,2006.0,2,Channel_413,2023-07-19
6667780.0,289447.0,5698.0,38416.0,7,Channel_414,2023-06-28
1845365.0,45423.0,1107.0,3247.0,1,Channel_162,2023-10-04
99561.0,4347.0,72.0,770.0,6,Channel_180,2023-11-09
1700379.0,54726.0,1657.0,10629.0,5,Channel_103,2023-05-11
2598993.0,119723.0,456.0,14082.0,5,Channel_209,2023-10-07
205312.0,9659.0,187.0,660.0,6,Channel_22,2023-10-16
1635485.0,16950.0,349.0,3478.0,1,Channel_5,2023-05-22
1351084.0,17586.0,613.0,5222.0,5,Channel_139,2023-01-14
122279.0,2447.0,106.0,689.0,6,Channel_214,2023-08-06
2459761.0,90452.0,2252.0,13371.0,6,Channel_160,2023-07-06
3691595.0,168082.0,2052.0,13579.0,3,Channel_408,2023-01-28
10491778.0,297942.0,6659.0,55533.0,2,Channel_395,2023-08-07
9895633.0,339212.0,7296.0,66264.0,5,Channel_139,2023-01-15
76471.0,1341.0,65.0,91.0,2,Channel_145,2023-05-23
184305.0,7777.0,39.0,766.0,7,Channel_160,2023-11-22
3368811.0,164038.0,2793.0,21257.0,6,Channel_83,2023-11-21
3360404.0,69708.0,1792.0,16207.0,1,Channel_155,2023-02-25
3368895.0,100370.0,1703.0,18732.0,6,Channel_288,2023-07-11
2670316873.0,35901461.0,1285784.0,12328145.0,5,Channel_317,2023-10-13
3766968.0,121920.0,2103.0,29921.0,2,Channel_281,2023-03-31
11653665.0,350907.0,11077.0,16109.0,3,Channel_64,2023-02-15
8105096.0,127878.0,4809.0,35965.0,3,Channel_192,2023-05-13
4425007.0,122496.0,4239.0,7257.0,6,Channel_156,2023-03-08
640152.0,14957.0,168.0,1356.0,1,Channel_424,2023-10-07
5487254.0,169409.0,4125.0,20200.0,7,Channel_91,2023-11-21
256363.0,8569.0,213.0,535.0,4,Channel_142,2023-05-29
748902.0,7744.0,533.0,5801.0,5,Channel_42,2023-05-26
455556.0,18423.0,294.0,3475.0,6,Channel_249,2023-01-07
1416569.0,54567.0,862.0,4749.0,3,Channel_295,2023-03-24
123199695.0,3037052.0,107780.0,674917.0,3,Channel_258,2023-05-04
28723.0,348.0,24.0,136.0,1,Channel_337,2023-06-17
4744613.0,190721.0,997.0,31832.0,3,Channel_1,2023-08-26
47790.0,2304.0,41.0,258.0,5,Channel_109,2023-04-16
467959.0,9175.0,221.0,469.0,1,Channel_416,2023-10-18
10616301.0,243548.0,3486.0,67331.0,2,Channel_467,2023-08-27
1367589.0,23731.0,1207.0,8517.0,1,Channel_125,2023-11-07
139317.0,4608.0,68.0,636.0,7,Channel_64,2023-03-24
287619.0,4658.0,238.0,2105.0,5,Channel_206,2023-04-05
4681811.0,113523.0,1578.0,34454.0,7,Channel_415,2023-11-18
279084.0,10572.0,29.0,1303.0,5,Channel_442,2023-12-10
1854113.0,60082.0,1012.0,9745.0,2,Channel_338,2023-10-13
1317364.0,33538.0,251.0,10507.0,6,Channel_244,2023-10-25
326701.0,8759.0,254.0,1010.0,1,Channel_78,2023-12-28
87564671.0,2844489.0,30513.0,286540.0,5,Channel_111,2023-11-16
4273048.0,43733.0,2133.0,9740.0,5,Channel_142,2023-03-08
20946.0,275.0,4.0,152.0,2,Channel_216,2023-04-23
1746123.0,79013.0,625.0,10846.0,4,Channel_453,2023-12-23
320112.0,4198.0,257.0,557.0,1,Channel_16,2023-06-21
6615108.0,253174.0,1564.0,52077.0,5,Channel_453,2023-09-05
246461.0,11535.0,168.0,1508.0,3,Channel_54,2023-03-08
956013.0,19911.0,885.0,6648.0,2,Channel_141,2023-03-10
3301788.0,81949.0,2350.0,4415.0,4,Channel_380,2023-02-04
6793728.0,222541.0,5638.0,30808.0,4,Channel_336,2023-01-02
109033.0,4936.0,22.0,642.0,2,Channel_79,2023-06-01
615997.0,29368.0,201.0,2957.0,4,Channel_415,2023-09-30
465147.0,18412.0,421.0,2636.0,5,Channel_453,2023-09-16
325573.0,4384.0,242.0,2190.0,4,Channel_149,2023-08-27
41074928.0,1510168.0,27750.0,148706.0,1,Channel_127,2023-04-27
2703245.0,71399.0,1885.0,18762.0,3,Channel_158,2023-03-18
96590.0,2785.0,46.0,207.0,5,Channel_279,2023-10-11
7539933.0,,1056.0,21837.0,2,Channel_38,2023-01-20
83830914.0,1478986.0,67567.0,109267.0,3,Channel_157,2023-10-12
9482234.0,394656.0,6740.0,33671.0,6,Channel_333,2023-02-05
57599.0,1622.0,30.0,211.0,5,Channel_288,2023-11-21
456586.0,10075.0,415.0,3030.0,3,Channel_112,2023-11-02
15154716.0,384335.0,6100.0,84441.0,4,Channel_190,2023-08-30
292044.0,12901.0,107.0,1185.0,6,Channel_106,2023-01-08
2921591.0,116747.0,2587.0,16258.0,2,Channel_91,2023-02-07
5661889.0,118292.0,4627.0,7754.0,2,Channel_354,2023-06-03
188365.0,2769.0,106.0,426.0,1,Channel_301,2023-09-03
1067627.0,21438.0,232.0,5753.0,4,Channel_49,2023-09-08
1840.0,86.0,1.0,10.0,1,Channel_161,2023-04-26
155007.0,5156.0,107.0,995.0,1,Channel_4,2023-02-11
725679.0,22742.0,324.0,2773.0,4,Channel_402,2023-12-04
99154.0,3357.0,85.0,601.0,5,Channel_198,2023-03-04
31478729.0,775671.0,30061.0,182195.0,6,Channel_320,2023-06-19
68852.0,2911.0,57.0,533.0,7,Channel_412,2023-05-23
498775.0,15428.0,219.0,1250.0,1,Channel_364,2023-09-16
1562006.0,22914.0,1265.0,7594.0,3,Channel_377,2023-03-30
21478147.0,325665.0,8941.0,111952.0,6,Channel_442,2023-02-18
68069.0,2142.0,17.0,544.0,5,Channel_475,2023-11-08
12314987.0,,1602.0,29658.0,4,Channel_254,2023-01-13
1227471.0,27414.0,549.0,5723.0,2,Channel_90,2023-07-31
168887.0,7563.0,154.0,578.0,5,Channel_312,2023-09-02
3030405.0,122925.0,955.0,14186.0,1,Channel_20,2023-08-28
1790704.0,35657.0,512.0,4700.0,3,Channel_77,2023-07-17
362060.0,4147.0,352.0,483.0,6,Channel_220,2023-09-15
1382777.0,19461.0,169.0,6925.0,4,Channel_162,2023-08-24
556472.0,21780.0,449.0,1865.0,2,Channel_497,2023-07-07
1509116.0,27144.0,587.0,3431.0,6,Channel_343,2023-07-21
4521079.0,112353.0,605.0,14773.0,3,Channel_394,2023-04-14
28689267.0,862628.0,26567.0,38586.0,7,Channel_115,2023-10-18
101151.0,3947.0,23.0,774.0,2,Channel_94,2023-08-10
85674582.0,1244787.0,51114.0,434202.0,4,Channel_406,2023-10-30
24242.0,636.0,8.0,163.0,6,Channel_133,2023-07-07
887736.0,26102.0,141.0,3517.0,5,Channel_172,2023-04-10
3900575.0,123387.0,565.0,28565.0,1,Channel_114,2023-09-03
2109547.0,90150.0,430.0,9247.0,4,Channel_9,2023-11-10
346141.0,5838.0,57.0,1737.0,3,Channel_299,2023-11-04
793140.0,33560.0,622.0,3524.0,5,Channel_260,2023-01-23
448650.0,16921.0,241.0,2752.0,6,Channel_170,2023-03-10
370005.0,11927.0,151.0,1838.0,2,Channel_321,2023-11-13
6577756.0,249831.0,3135.0,19083.0,5,Channel_98,2023-03-07
2455967.0,65036.0,2299.0,4958.0,5,Channel_169,2023-10-20
300794.0,4673.0,277.0,1577.0,3,Channel_448,2023-08-06
7269512.0,266287.0,5409.0,32162.0,1,Channel_311,2023-01-30
2223513.0,68900.0,1993.0,3717.0,7,Channel_218,2023-07-13
6111753.0,217426.0,2369.0,23037.0,5,Channel_402,2023-02-26
4236541.0,99643.0,1877.0,19503.0,5,Channel_400,2023-12-05
229122.0,10603.0,149.0,1555.0,1,Channel_343,2023-08-01
392243.0,13138.0,259.0,601.0,1,Channel_430,2023-08-27
5360604.0,71918.0,2860.0,18438.0,2,Channel_420,2023-07-20
4076464.0,114109.0,1878.0,27551.0,6,Channel_346,2023-06-28
1153368.0,46428.0,1139.0,6388.0,2,Channel_450,2023-06-03
1520660.0,63511.0,1276.0,4607.0,1,Channel_44,2023-02-14
15484186.0,461179.0,7610.0,107109.0,7,Channel_261,2023-06-18
368375.0,16868.0,278.0,1640.0,4,Channel_285,2023-10-15
3591910.0,74377.0,1231.0,16122.0,1,Channel_126,2023-07-17
802602.0,21208.0,153.0,6289.0,2,Channel_260,2023-12-04
778121.0,35750.0,325.0,5937.0,3,Channel_495,2023-03-16
10827001.0,496421.0,5009.0,38000.0,3,Channel_355,2023-06-21
6267153.0,234570.0,720.0,12434.0,6,Channel_214,2023-07-03
6119673.0,271464.0,5100.0,20070.0,5,Channel_305,2023-01-17
16369945.0,221828.0,6929.0,19863.0,7,Channel_200,2023-03-10
1254199.0,55937.0,781.0,1437.0,3,Channel_236,2023-11-22
4703916.0,107366.0,784.0,17727.0,2,Channel_341,2023-02-12
646589.0,11078.0,166.0,4906.0,3,Channel_136,2023-04-21
2299800.0,45018.0,2071.0,16327.0,7,Channel_378,2023-02-11
927005.0,24768.0,601.0,4246.0,7,Channel_436,2023-11-03
1460066.0,29271.0,1395.0,7237.0,4,Channel_116,2023-01-07
3954300.0,90248.0,3950.0,4119.0,1,Channel_453,2023-11-28
234113.0,3605.0,102.0,587.0,1,Channel_405,2023-07-01
78985476.0,1725601.0,29140.0,92683.0,2,Channel_155,2023-10-01
160808.0,5289.0,140.0,1010.0,5,Channel_422,2023-12-28
106045.0,2935.0,106.0,214.0,7,Channel_389,2023-07-05
12191161.0,290988.0,8128.0,86354.0,1,Channel_341,2023-11-20
5858039.0,233490.0,4778.0,32238.0,3,Channel_317,2023-05-25
4190119.0,191658.0,3367.0,10919.0,7,Channel_392,2023-04-11
4225681.0,170175.0,1774.0,8891.0,4,Channel_342,2023-04-01
1173506.0,27319.0,724.0,6329.0,5,Channel_18,2023-09-04
199884.0,7951.0,170.0,1460.0,5,Channel_388,2023-08-28
1399477.0,22502.0,1007.0,8437.0,5,Channel_4,2023-08-01
310418.0,4722.0,37.0,1068.0,1,Channel_165,2023-03-23
8454754.0,201435.0,3408.0,43218.0,6,Channel_127,2023-04-26
896170.0,37915.0,206.0,2846.0,5,Channel_399,2023-10-04
230730.0,4581.0,71.0,1844.0,2,Channel_422,2023-03-22
632369.0,7924.0,579.0,3947.0,3,Channel_411,2023-02-26
2746569.0,41936.0,366.0,14559.0,6,Channel_213,2023-06-29
389473.0,17273.0,116.0,,4,Channel_48,2023-11-06
232248.0,8210.0,88.0,1237.0,3,Channel_46,2023-02-19
1957883.0,39408.0,1283.0,6640.0,2,Channel_46,2023-09-18
1962899.0,63229.0,1140.0,2360.0,2,Channel_48,2023-10-02
436312.0,13571.0,129.0,1643.0,7,Channel_187,2023-10-20
468796.0,16979.0,116.0,,6,Channel_120,2023-10-19
1912841.0,36970.0,599.0,10299.0,3,Channel_132,2023-01-31
66425.0,2961.0,37.0,105.0,1,Channel_459,2023-09-10
72047.0,1612.0,25.0,518.0,7,Channel_19,2023-03-05
285818.0,10794.0,272.0,824.0,2,Channel_441,2023-03-24
784738.0,8354.0,406.0,2124.0,5,Channel_275,2023-11-22
2239616.0,55781.0,342.0,6897.0,4,Channel_475,2023-06-19
22993277.0,553411.0,17391.0,115896.0,4,Channel_232,2023-11-07
6684615.0,212166.0,2647.0,32172.0,2,Channel_42,2023-12-10
873377.0,11275.0,601.0,3878.0,5,Channel_92,2023-06-08
1157725.0,48167.0,407.0,6973.0,3,Channel_261,2023-02-26
161934.0,3030.0,99.0,521.0,4,Channel_48,2023-12-02
1158891.0,42973.0,921.0,7503.0,5,Channel_409,2023-05-23
675145.0,28443.0,631.0,1504.0,5,Channel_451,2023-05-30
2293150.0,74470.0,768.0,14856.0,1,Channel_282,2023-08-15
229932.0,9113.0,92.0,1298.0,2,Channel_74,2023-01-26
3397985.0,123940.0,1760.0,19649.0,5,Channel_216,2023-06-28
25789496.0,624652.0,24099.0,112723.0,7,Channel_446,2023-04-06
967509.0,40978.0,882.0,5485.0,3,Channel_221,2023-02-23
2685623.0,58515.0,486.0,4186.0,4,Channel_109,2023-11-01
4781611.0,157069.0,1046.0,33284.0,7,Channel_135,2023-03-12
539048.0,21463.0,294.0,749.0,1,Channel_428,2023-06-26
1882639.0,47364.0,369.0,3843.0,3,Channel_343,2023-05-13
1233276.0,27269.0,507.0,6213.0,4,Channel_238,2023-12-06
1462053.0,41484.0,341.0,9029.0,2,Channel_155,2023-12-05
256268.0,10947.0,172.0,393.0,3,Channel_426,2023-12-27
1263025.0,59611.0,1206.0,9404.0,4,Channel_329,2023-11-28
3255956.0,103550.0,3246.0,25446.0,1,Channel_492,2023-08-02
21906352.0,798676.0,9589.0,114825.0,7,Channel_56,2023-07-31
8190960.0,377857.0,5235.0,35784.0,4,Channel_387,2023-12-12
89197620.0,1243582.0,77659.0,552112.0,5,Channel_382,2023-03-06
259187.0,4998.0,53.0,855.0,1,Channel_397,2023-02-05
6883524.0,264024.0,4960.0,30651.0,3,Channel_198,2023-01-13
1735288.0,74530.0,812.0,12864.0,6,Channel_315,2023-12-13
95975726.0,4249917.0,27404.0,738014.0,2,Channel_38,2023-11-08
238805.0,6353.0,110.0,1789.0,7,Channel_341,2023-09-06
224259.0,3044.0,38.0,636.0,1,Channel_339,2023-04-23
362658.0,9977.0,263.0,953.0,7,Channel_217,2023-11-22
17192.0,331.0,6.0,53.0,1,Channel_231,2023-04-02
420202.0,9096.0,160.0,1718.0,1,Channel_452,2023-10-22
263481.0,10774.0,55.0,843.0,4,Channel_342,2023-01-30
1624625.0,21154.0,1427.0,5880.0,5,Channel_453,2023-01-13
2382145.0,102678.0,1296.0,12731.0,6,Channel_257,2023-05-28
51255920.0,1389382.0,31519.0,324844.0,2,Channel_434,2023-05-18
8047304.0,272341.0,4929.0,49482.0,7,Channel_209,2023-12-05
379342.0,5154.0,178.0,2542.0,2,Channel_201,2023-06-07
199420.0,4685.0,54.0,244.0,5,Channel_137,2023-09-17
3216609.0,43707.0,2479.0,4291.0,4,Channel_128,2023-03-29
85779.0,4157.0,18.0,560.0,4,Channel_53,2023-06-08
46871367.0,1982212.0,9069.0,221774.0,5,Channel_344,2023-07-06
12722470.0,361131.0,9404.0,64210.0,7,Channel_394,2023-12-11
470546.0,8914.0,135.0,644.0,5,Channel_84,2023-11-06
39094.0,1851.0,15.0,109.0,3,Channel_209,2023-12-24
18033555.0,428908.0,9516.0,98616.0,4,Channel_333,2023-08-18
956389.0,15722.0,482.0,6708.0,7,Channel_285,2023-01-05
14298034.0,465066.0,10548.0,106075.0,1,Channel_36,2023-02-27
49570.0,2367.0,33.0,223.0,2,Channel_215,2023-01-29
